社員ID,名字,名前,名字フリガナ,名前フリガナ,生年月日（西暦）,入社年月,エンジニア歴,扱える言語,経歴,研修の受講歴,技術力,受講態度,コミュニケーション能力,リーダーシップ,備考,更新日
9BNDGV3,緒方,敦史,オガタ,アツシ,1971年9月30日,2003年10月26日,133,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
SOEYGEW,黒田,毅,クロダ,ツヨシ,2017年1月5日,2054年6月16日,580,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
8EVVLW5,小林,絵里花,コバヤシ,エリカ,1996年6月28日,2033年3月30日,459,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
RX2PSX8,野村,秀樹,ノムラ,ヒデキ,2008年6月28日,2046年5月20日,227,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
E5AS6MW,渡邊,聡,ワタナベ,サトシ,2019年2月2日,2039年10月22日,343,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
83W72U2,藤森,藍,フジモリ,アイ,2015年2月14日,2047年9月21日,237,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
XPAO9UV,岩本,智裕,イワモト,トモヒロ,2017年11月5日,2053年1月2日,585,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
GUO1USW,古荘,孝行,コソウ,タカユキ,1995年2月25日,2026年7月17日,322,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
CVILS7W,中川,竜平,ナカガワ,リュウヘイ,1995年9月15日,2024年10月11日,45,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
FM1CK5H,林,康成,ハヤシ,タカナリ,1996年2月16日,2026年1月25日,364,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
J26497Z,仲,陽子,ナカ,ヨウコ,2004年11月5日,2043年5月25日,462,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
7PR91FR,木暮,誠一,コグレ,セイイチ,2005年10月23日,2028年1月26日,9,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
J3UMBX7,岡野,徹,オカノ,トオル,1981年6月20日,2001年11月17日,487,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
K52C4NZ,田中,一成,タナカ,カズナリ,2006年3月5日,2026年7月11日,338,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
47KGIEL,溝口,啓二,ミゾグチ,ケイジ,2019年10月15日,2048年3月24日,457,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
318WXPH,榎本,順二,エノモト,ジュンジ,1976年8月29日,2007年2月15日,79,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
FIBBZL5,高橋,美穂,タカハシ,ミホ,1970年3月6日,2000年11月5日,579,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
QT9DO20,大島,伸樹,オオシマ,ノブキ,2010年3月10日,2033年7月6日,111,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
4I69AW9,高田,寛,タカダ,タカ,1975年2月19日,2013年4月22日,63,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
35D2GH0,大塚,清,オオツカ,キヨシ,1992年4月1日,2017年9月30日,189,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
LO6HVUA,藤浦,伸弘,フジウラ,ノブヒロ,1989年1月24日,2011年6月2日,90,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
Y1FZYHX,桑山,なな,クワヤマ,ナナ,2021年10月13日,2050年5月1日,259,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
G1SVYU1,菅原,さとみ,スガワラ,サトミ,1972年5月23日,2010年8月10日,345,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
QOA26WL,廣瀬,晋,ヒロセ,シン,2002年1月23日,2022年1月25日,219,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
HQRL2Q2,齋藤,ナナ,サイトウ,ナナ,2007年10月10日,2043年11月22日,526,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
M2F30B4,藤原,みちる,フジワラ,ミチル,1972年6月13日,1993年8月7日,161,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
H2ICEA4,林,知美,ハヤシ,トモミ,1975年3月22日,2009年12月22日,443,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
KD2FTIU,鈴木,晃,スズキ,アキラ,1973年4月2日,2005年7月23日,153,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
6M0EWEH,加藤,美紀,カトウ,ミノリ,1993年8月8日,2023年12月25日,106,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
YTRUMDP,佐藤,純子,サトウ,ジュンコ,1995年9月1日,2033年7月1日,477,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
G1DLBIY,新関,徹,ニイゼキ,トオル,1984年5月22日,2003年11月11日,350,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
HRI694V,大野,公宏,オオノ,コウヒロ,2011年7月28日,2039年8月21日,93,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
YKK0VMA,松山,奈津子,マツヤマ,ナツコ,2010年4月6日,2050年1月22日,248,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
IE6ECJK,松下,智彦,マツシタ,トモヒコ,2022年12月11日,2049年7月31日,570,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
50YRCV9,山田,慶子,ヤマダ,ケイコ,1973年2月25日,2001年4月28日,263,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
AQX6F4F,尾崎,拓樹,オザキ,ヒロキ,2007年4月5日,2028年12月16日,449,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
6XKK68K,山根,成,ヤマネ,ナル,2018年10月26日,2048年9月12日,464,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
VN9R73V,尾関,哲也,オゼキ,テツヤ,2005年4月22日,2037年12月16日,564,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
QJQ25WR,山野,英男,ヤマノ,ヒデオ,2002年5月26日,2022年7月28日,356,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
PT6XBYU,生田,真木子,イクタ,マキコ,1988年7月3日,2028年11月18日,418,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
W2WB67A,三宅,翔,ミヤケ,カケル,1998年8月28日,2019年6月3日,520,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
AC6D5V0,霜村,由美,シモムラ,ユミ,1989年7月19日,2026年1月27日,152,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
A8ODNQ8,藤野,弘,フジノ,ヒロシ,1976年4月1日,2012年7月7日,353,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
QH6FH9X,吉村,輝,ヨシムラ,テル,2005年9月14日,2033年4月11日,258,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
5AMDW18,畔柳,優美子,ハンナギ,ユミコ,2003年7月10日,2038年6月2日,190,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
A3X3U75,西川,真司,ニシカワ,マサシ,2009年12月30日,2049年11月2日,356,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
YFBKCRM,江頭,賢,エトウ,ケン,1973年10月1日,2000年7月3日,571,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
9B9HALL,天野,雅彦,アマノ,マサヒコ,2022年6月23日,2054年10月22日,315,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
6GKMR97,窪田,忠士,クボタ,タダシ,1985年10月19日,2013年3月9日,488,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
RL10OHT,青木,和幸,アオキ,カズサチ,2017年3月16日,2052年3月1日,281,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
6VTTZSP,山崎,倫子,ヤマサキ,ノリコ,1970年7月8日,1989年12月14日,403,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
5FXSSEP,齋木,健太,サイキ,ケンタ,2014年1月15日,2049年7月22日,22,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
G9VY2U3,藤川,真希,フジカワ,マキ,2012年8月30日,2035年2月13日,156,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
OVS34ZH,柴田,渓,シバタ,ケイ,2012年4月8日,2049年7月12日,233,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
DUDCRMI,照屋,良美,テルヤ,ヨシミ,2014年9月9日,2039年8月17日,372,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
0S0DA58,金田,正明,カネダ,マサアキ,2015年3月12日,2055年6月24日,313,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
N4U8DVT,露口,浩太,ツユクチ,コウタ,1997年11月12日,2033年6月5日,73,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
S0DIZUI,伊藤,美恵子,イトウ,ミエコ,2022年4月12日,2049年9月29日,278,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
TE0VHNY,井上,泰則,イノウエ,ヤスノリ,2017年11月11日,2049年5月2日,126,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
FYL6H4E,笠井,明人,カサイ,アキヒト,2017年8月16日,2053年2月4日,342,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
DP1W5ZA,佐藤,久実,サトウ,クミ,1991年9月25日,2021年4月28日,417,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
WF52M33,森川,健太,モリカワ,ケンタ,1998年3月13日,2032年2月22日,179,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
50IC4GX,牧野,至,マキノ,イタル,2018年7月2日,2044年7月2日,35,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
CEZLYX3,入江,祐貴,イリエ,ユウキ,1975年6月10日,2014年9月4日,17,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
6IK3EE5,齋木,裕貴,サイキ,ユウキ,2024年3月15日,2062年5月21日,511,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
YY5X6E6,伊奈,知世,イナ,トモヨ,2015年10月2日,2048年2月29日,352,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
EX4KJTI,樋口,祐樹,オケグチ,ユウキ,1985年6月12日,2015年8月5日,69,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
Q87WRL6,森脇,正和,モリワキ,マサカズ,2001年7月15日,2034年2月3日,281,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
6IRYDH2,仲,祐介,ナカ,ユウスケ,2010年10月11日,2034年10月20日,484,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
KB1RKQU,前野,あさみ,マエノ,アサミ,1985年10月3日,2005年9月10日,277,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
QPNWCKN,葛原,りえ,クズハラ,リエ,1993年9月24日,2020年3月14日,214,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
Z7RM5DA,湯澤,真樹,ユザワ,マキ,2011年10月27日,2037年8月16日,173,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
7EP1LDQ,福田,明希,フクダ,アキ,2013年5月18日,2054年1月19日,393,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
7YA9KWU,堀部,直樹,ホリベ,ナオキ,1973年3月3日,2021年6月9日,549,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
F8BZ5JD,中山,拓己,ナカヤマ,タクミ,1987年8月4日,2005年2月21日,409,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
PHH6M5I,中島,愛,ナカジマ,アイ,1976年1月12日,2006年7月2日,60,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
UVP69J1,坂口,隆,サカグチ,タカシ,1986年10月7日,2006年7月11日,187,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
G8Q0RN9,荒井,由紀子,アライ,ユキコ,1981年5月31日,2016年6月28日,482,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
GA681OH,森田,高弘,モリタ,タカヒロ,1986年11月5日,2018年10月6日,96,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
AKNIZ41,森田,美樹,モリタ,ミキ,1979年10月6日,2009年9月8日,161,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
Z2K6EHD,山川,聖子,ヤマカワ,セイコ,1978年8月31日,2009年10月14日,127,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
IQYCNRL,西川,麻理子,ニシカワ,マリコ,1982年10月30日,2016年8月17日,184,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
IQH639E,乾,雄一,イヌイ,ユウイチ,1995年4月19日,2005年11月24日,402,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
6H5RRTM,山田,有希,ヤマダ,ユキ,1998年2月27日,2012年5月31日,419,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
G42TPYD,西本,将司,ニシモト,マサシ,1991年10月6日,2006年11月11日,77,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
DCFDJYD,松本,孝幸,マツモト,コウサチ,1978年3月24日,2011年4月18日,286,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
6JHEXKE,佐々木,舞,ササキ,マイ,1979年6月11日,2015年12月28日,416,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
NJ6N1TL,岩田,歩,イワタ,アユミ,1983年7月16日,2008年6月22日,177,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
HMFHQY2,三木,周,ミキ,アマネ,1983年10月6日,2010年5月22日,277,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
CXD3MY0,井上,伸治,イノウエ,ノブハル,1972年8月4日,2021年7月19日,411,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
Z4VCLC5,佐藤,直也,サトウ,ナオヤ,1999年3月6日,2016年3月20日,367,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
2IYOKQN,小久保,真也,コクボ,シンヤ,1987年8月14日,2018年8月15日,497,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
E4SH5CJ,田澤,やよい,タザワ,ヤヨイ,1991年7月16日,2011年7月24日,83,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
8MMW1W4,菅原,明生,スガワラ,アキオ,1992年8月13日,2009年1月24日,577,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
Z7YP9PR,佐々木,洋貴,ササキ,ヨウキ,1981年1月24日,2007年11月15日,90,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
34KXM2Z,金城,清隆,カネシロ,キヨタカ,1973年11月27日,2022年1月16日,366,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
QJ496JW,玉木,麻実,タマキ,マミ,1982年6月14日,2023年5月19日,440,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
WQRUXKB,竹本,美由紀,タケモト,ミユキ,1987年6月7日,2022年5月4日,120,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
AD9AH7N,寺田,聖子,テラダ,マサコ,1974年9月20日,2016年3月18日,312,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
RIEDG3N,丸田,郁恵,マルタ,イクエ,1982年4月14日,2022年1月16日,365,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
BLT50MV,川村,成弘,カワムラ,ナリヒロ,1988年3月12日,2017年3月16日,102,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
